From,To,Type,Label,Id
section-061-10-4-emitted-runtime-events-upstream-to-orchestrator,claim-10-4-emitted-runtime-events-upstream-to-orchestrator-turnendedwitherror,elaborates,elaborates,section-061-10-4-emitted-runtime-events-upstream-to-orchestrator->claim-10-4-emitted-runtime-events-upstream-to-orchestrator-turnendedwitherror:elaborates
section-061-10-4-emitted-runtime-events-upstream-to-orchestrator,claim-10-4-emitted-runtime-events-upstream-to-orchestrator-turninputrequired,elaborates,elaborates,section-061-10-4-emitted-runtime-events-upstream-to-orchestrator->claim-10-4-emitted-runtime-events-upstream-to-orchestrator-turninputrequired:elaborates
section-061-10-4-emitted-runtime-events-upstream-to-orchestrator,claim-10-4-emitted-runtime-events-upstream-to-orchestrator-approvalautoapproved,elaborates,elaborates,section-061-10-4-emitted-runtime-events-upstream-to-orchestrator->claim-10-4-emitted-runtime-events-upstream-to-orchestrator-approvalautoapproved:elaborates
section-061-10-4-emitted-runtime-events-upstream-to-orchestrator,claim-10-4-emitted-runtime-events-upstream-to-orchestrator-unsupportedtoolcall,elaborates,elaborates,section-061-10-4-emitted-runtime-events-upstream-to-orchestrator->claim-10-4-emitted-runtime-events-upstream-to-orchestrator-unsupportedtoolcall:elaborates
section-061-10-4-emitted-runtime-events-upstream-to-orchestrator,claim-10-4-emitted-runtime-events-upstream-to-orchestrator-notification,elaborates,elaborates,section-061-10-4-emitted-runtime-events-upstream-to-orchestrator->claim-10-4-emitted-runtime-events-upstream-to-orchestrator-notification:elaborates
section-061-10-4-emitted-runtime-events-upstream-to-orchestrator,claim-10-4-emitted-runtime-events-upstream-to-orchestrator-othermessage,elaborates,elaborates,section-061-10-4-emitted-runtime-events-upstream-to-orchestrator->claim-10-4-emitted-runtime-events-upstream-to-orchestrator-othermessage:elaborates
section-061-10-4-emitted-runtime-events-upstream-to-orchestrator,claim-10-4-emitted-runtime-events-upstream-to-orchestrator-malformed,elaborates,elaborates,section-061-10-4-emitted-runtime-events-upstream-to-orchestrator->claim-10-4-emitted-runtime-events-upstream-to-orchestrator-malformed:elaborates
section-062-10-5-approval-tool-calls-and-user-input-policy,requirement-10-5-approval-tool-calls-and-user-input-policy-each-implementation-must-document-its-chosen-approval-sandbox-and-operator-confi,elaborates,elaborates,section-062-10-5-approval-tool-calls-and-user-input-policy->requirement-10-5-approval-tool-calls-and-user-input-policy-each-implementation-must-document-its-chosen-approval-sandbox-and-operator-confi:elaborates
section-062-10-5-approval-tool-calls-and-user-input-policy,requirement-10-5-approval-tool-calls-and-user-input-policy-approval-requests-and-user-input-required-events-must-not-leave-a-run-stalled-in,elaborates,elaborates,section-062-10-5-approval-tool-calls-and-user-input-policy->requirement-10-5-approval-tool-calls-and-user-input-policy-approval-requests-and-user-input-required-events-must-not-leave-a-run-stalled-in:elaborates
section-062-10-5-approval-tool-calls-and-user-input-policy,claim-10-5-approval-tool-calls-and-user-input-policy-auto-approve-command-execution-approvals-for-the-session,elaborates,elaborates,section-062-10-5-approval-tool-calls-and-user-input-policy->claim-10-5-approval-tool-calls-and-user-input-policy-auto-approve-command-execution-approvals-for-the-session:elaborates
section-062-10-5-approval-tool-calls-and-user-input-policy,claim-10-5-approval-tool-calls-and-user-input-policy-auto-approve-file-change-approvals-for-the-session,elaborates,elaborates,section-062-10-5-approval-tool-calls-and-user-input-policy->claim-10-5-approval-tool-calls-and-user-input-policy-auto-approve-file-change-approvals-for-the-session:elaborates
section-062-10-5-approval-tool-calls-and-user-input-policy,requirement-10-5-approval-tool-calls-and-user-input-policy-treat-user-input-required-turns-as-hard-failure,elaborates,elaborates,section-062-10-5-approval-tool-calls-and-user-input-policy->requirement-10-5-approval-tool-calls-and-user-input-policy-treat-user-input-required-turns-as-hard-failure:elaborates
section-062-10-5-approval-tool-calls-and-user-input-policy,requirement-10-5-approval-tool-calls-and-user-input-policy-supported-dynamic-tool-calls-that-are-explicitly-implemented-and-advertised-by-t,elaborates,elaborates,section-062-10-5-approval-tool-calls-and-user-input-policy->requirement-10-5-approval-tool-calls-and-user-input-policy-supported-dynamic-tool-calls-that-are-explicitly-implemented-and-advertised-by-t:elaborates
section-062-10-5-approval-tool-calls-and-user-input-policy,dependency-10-5-approval-tool-calls-and-user-input-policy-if-the-agent-requests-a-dynamic-tool-call-that-is-not-supported-return-a-tool-fa,elaborates,elaborates,section-062-10-5-approval-tool-calls-and-user-input-policy->dependency-10-5-approval-tool-calls-and-user-input-policy-if-the-agent-requests-a-dynamic-tool-call-that-is-not-supported-return-a-tool-fa:elaborates
section-062-10-5-approval-tool-calls-and-user-input-policy,dependency-10-5-approval-tool-calls-and-user-input-policy-this-prevents-the-session-from-stalling-on-unsupported-tool-execution-paths,elaborates,elaborates,section-062-10-5-approval-tool-calls-and-user-input-policy->dependency-10-5-approval-tool-calls-and-user-input-policy-this-prevents-the-session-from-stalling-on-unsupported-tool-execution-paths:elaborates
section-062-10-5-approval-tool-calls-and-user-input-policy,requirement-10-5-approval-tool-calls-and-user-input-policy-an-implementation-may-expose-a-limited-set-of-client-side-tools-to-the-app-serve,elaborates,elaborates,section-062-10-5-approval-tool-calls-and-user-input-policy->requirement-10-5-approval-tool-calls-and-user-input-policy-an-implementation-may-expose-a-limited-set-of-client-side-tools-to-the-app-serve:elaborates
section-062-10-5-approval-tool-calls-and-user-input-policy,dependency-10-5-approval-tool-calls-and-user-input-policy-current-standardized-optional-tool-lineargraphql,elaborates,elaborates,section-062-10-5-approval-tool-calls-and-user-input-policy->dependency-10-5-approval-tool-calls-and-user-input-policy-current-standardized-optional-tool-lineargraphql:elaborates
section-062-10-5-approval-tool-calls-and-user-input-policy,requirement-10-5-approval-tool-calls-and-user-input-policy-if-implemented-supported-tools-should-be-advertised-to-the-app-server-session-du,elaborates,elaborates,section-062-10-5-approval-tool-calls-and-user-input-policy->requirement-10-5-approval-tool-calls-and-user-input-policy-if-implemented-supported-tools-should-be-advertised-to-the-app-server-session-du:elaborates
section-062-10-5-approval-tool-calls-and-user-input-policy,requirement-10-5-approval-tool-calls-and-user-input-policy-unsupported-tool-names-should-still-return-a-failure-result-using-the-targeted-p,elaborates,elaborates,section-062-10-5-approval-tool-calls-and-user-input-policy->requirement-10-5-approval-tool-calls-and-user-input-policy-unsupported-tool-names-should-still-return-a-failure-result-using-the-targeted-p:elaborates
section-062-10-5-approval-tool-calls-and-user-input-policy,claim-10-5-approval-tool-calls-and-user-input-policy-purpose-execute-a-raw-graphql-query-or-mutation-against-linear-using-symphony-s-,elaborates,elaborates,section-062-10-5-approval-tool-calls-and-user-input-policy->claim-10-5-approval-tool-calls-and-user-input-policy-purpose-execute-a-raw-graphql-query-or-mutation-against-linear-using-symphony-s-:elaborates
section-062-10-5-approval-tool-calls-and-user-input-policy,claim-10-5-approval-tool-calls-and-user-input-policy-availability-only-meaningful-when-tracker-kind-linear-and-valid-linear-auth-is,elaborates,elaborates,section-062-10-5-approval-tool-calls-and-user-input-policy->claim-10-5-approval-tool-calls-and-user-input-policy-availability-only-meaningful-when-tracker-kind-linear-and-valid-linear-auth-is:elaborates
section-062-10-5-approval-tool-calls-and-user-input-policy,claim-10-5-approval-tool-calls-and-user-input-policy-preferred-input-shape,elaborates,elaborates,section-062-10-5-approval-tool-calls-and-user-input-policy->claim-10-5-approval-tool-calls-and-user-input-policy-preferred-input-shape:elaborates
section-062-10-5-approval-tool-calls-and-user-input-policy,requirement-10-5-approval-tool-calls-and-user-input-policy-query-must-be-a-non-empty-string,elaborates,elaborates,section-062-10-5-approval-tool-calls-and-user-input-policy->requirement-10-5-approval-tool-calls-and-user-input-policy-query-must-be-a-non-empty-string:elaborates
section-062-10-5-approval-tool-calls-and-user-input-policy,requirement-10-5-approval-tool-calls-and-user-input-policy-query-must-contain-exactly-one-graphql-operation,elaborates,elaborates,section-062-10-5-approval-tool-calls-and-user-input-policy->requirement-10-5-approval-tool-calls-and-user-input-policy-query-must-contain-exactly-one-graphql-operation:elaborates
section-062-10-5-approval-tool-calls-and-user-input-policy,requirement-10-5-approval-tool-calls-and-user-input-policy-variables-is-optional-and-when-present-must-be-a-json-object,elaborates,elaborates,section-062-10-5-approval-tool-calls-and-user-input-policy->requirement-10-5-approval-tool-calls-and-user-input-policy-variables-is-optional-and-when-present-must-be-a-json-object:elaborates
section-062-10-5-approval-tool-calls-and-user-input-policy,requirement-10-5-approval-tool-calls-and-user-input-policy-implementations-may-additionally-accept-a-raw-graphql-query-string-as-shorthand-,elaborates,elaborates,section-062-10-5-approval-tool-calls-and-user-input-policy->requirement-10-5-approval-tool-calls-and-user-input-policy-implementations-may-additionally-accept-a-raw-graphql-query-string-as-shorthand-:elaborates
section-062-10-5-approval-tool-calls-and-user-input-policy,dependency-10-5-approval-tool-calls-and-user-input-policy-execute-one-graphql-operation-per-tool-call,elaborates,elaborates,section-062-10-5-approval-tool-calls-and-user-input-policy->dependency-10-5-approval-tool-calls-and-user-input-policy-execute-one-graphql-operation-per-tool-call:elaborates
section-062-10-5-approval-tool-calls-and-user-input-policy,dependency-10-5-approval-tool-calls-and-user-input-policy-if-the-provided-document-contains-multiple-operations-reject-the-tool-call-as-in,elaborates,elaborates,section-062-10-5-approval-tool-calls-and-user-input-policy->dependency-10-5-approval-tool-calls-and-user-input-policy-if-the-provided-document-contains-multiple-operations-reject-the-tool-call-as-in:elaborates
section-062-10-5-approval-tool-calls-and-user-input-policy,claim-10-5-approval-tool-calls-and-user-input-policy-operationname-selection-is-intentionally-out-of-scope-for-this-extension,elaborates,elaborates,section-062-10-5-approval-tool-calls-and-user-input-policy->claim-10-5-approval-tool-calls-and-user-input-policy-operationname-selection-is-intentionally-out-of-scope-for-this-extension:elaborates
section-062-10-5-approval-tool-calls-and-user-input-policy,claim-10-5-approval-tool-calls-and-user-input-policy-reuse-the-configured-linear-endpoint-and-auth-from-the-active-symphony-workflow-,elaborates,elaborates,section-062-10-5-approval-tool-calls-and-user-input-policy->claim-10-5-approval-tool-calls-and-user-input-policy-reuse-the-configured-linear-endpoint-and-auth-from-the-active-symphony-workflow-:elaborates
section-062-10-5-approval-tool-calls-and-user-input-policy,dependency-10-5-approval-tool-calls-and-user-input-policy-tool-result-semantics,elaborates,elaborates,section-062-10-5-approval-tool-calls-and-user-input-policy->dependency-10-5-approval-tool-calls-and-user-input-policy-tool-result-semantics:elaborates
section-062-10-5-approval-tool-calls-and-user-input-policy,claim-10-5-approval-tool-calls-and-user-input-policy-transport-success-no-top-level-graphql-errors-success-true,elaborates,elaborates,section-062-10-5-approval-tool-calls-and-user-input-policy->claim-10-5-approval-tool-calls-and-user-input-policy-transport-success-no-top-level-graphql-errors-success-true:elaborates
section-062-10-5-approval-tool-calls-and-user-input-policy,claim-10-5-approval-tool-calls-and-user-input-policy-top-level-graphql-errors-present-success-false-but-preserve-the-graphql-response,elaborates,elaborates,section-062-10-5-approval-tool-calls-and-user-input-policy->claim-10-5-approval-tool-calls-and-user-input-policy-top-level-graphql-errors-present-success-false-but-preserve-the-graphql-response:elaborates
section-062-10-5-approval-tool-calls-and-user-input-policy,claim-10-5-approval-tool-calls-and-user-input-policy-invalid-input-missing-auth-or-transport-failure-success-false-with-an-error-payl,elaborates,elaborates,section-062-10-5-approval-tool-calls-and-user-input-policy->claim-10-5-approval-tool-calls-and-user-input-policy-invalid-input-missing-auth-or-transport-failure-success-false-with-an-error-payl:elaborates
section-062-10-5-approval-tool-calls-and-user-input-policy,dependency-10-5-approval-tool-calls-and-user-input-policy-return-the-graphql-response-or-error-payload-as-structured-tool-output-that-the-,elaborates,elaborates,section-062-10-5-approval-tool-calls-and-user-input-policy->dependency-10-5-approval-tool-calls-and-user-input-policy-return-the-graphql-response-or-error-payload-as-structured-tool-output-that-the-:elaborates
section-062-10-5-approval-tool-calls-and-user-input-policy,requirement-10-5-approval-tool-calls-and-user-input-policy-implementations-must-document-how-targeted-protocol-user-input-required-signals-,elaborates,elaborates,section-062-10-5-approval-tool-calls-and-user-input-policy->requirement-10-5-approval-tool-calls-and-user-input-policy-implementations-must-document-how-targeted-protocol-user-input-required-signals-:elaborates
section-062-10-5-approval-tool-calls-and-user-input-policy,requirement-10-5-approval-tool-calls-and-user-input-policy-a-run-must-not-stall-indefinitely-waiting-for-user-input,elaborates,elaborates,section-062-10-5-approval-tool-calls-and-user-input-policy->requirement-10-5-approval-tool-calls-and-user-input-policy-a-run-must-not-stall-indefinitely-waiting-for-user-input:elaborates
section-062-10-5-approval-tool-calls-and-user-input-policy,requirement-10-5-approval-tool-calls-and-user-input-policy-a-conforming-implementation-may-fail-the-run-surface-the-request-to-an-operator-,elaborates,elaborates,section-062-10-5-approval-tool-calls-and-user-input-policy->requirement-10-5-approval-tool-calls-and-user-input-policy-a-conforming-implementation-may-fail-the-run-surface-the-request-to-an-operator-:elaborates
section-062-10-5-approval-tool-calls-and-user-input-policy,requirement-10-5-approval-tool-calls-and-user-input-policy-the-example-high-trust-behavior-above-fails-user-input-required-turns-immediatel,elaborates,elaborates,section-062-10-5-approval-tool-calls-and-user-input-policy->requirement-10-5-approval-tool-calls-and-user-input-policy-the-example-high-trust-behavior-above-fails-user-input-required-turns-immediatel:elaborates
section-063-10-6-timeouts-and-error-mapping,claim-10-6-timeouts-and-error-mapping-codex-readtimeoutms-request-response-timeout-during-startup-and-sync-requests,elaborates,elaborates,section-063-10-6-timeouts-and-error-mapping->claim-10-6-timeouts-and-error-mapping-codex-readtimeoutms-request-response-timeout-during-startup-and-sync-requests:elaborates
section-063-10-6-timeouts-and-error-mapping,claim-10-6-timeouts-and-error-mapping-codex-turntimeoutms-total-turn-stream-timeout,elaborates,elaborates,section-063-10-6-timeouts-and-error-mapping->claim-10-6-timeouts-and-error-mapping-codex-turntimeoutms-total-turn-stream-timeout:elaborates
section-063-10-6-timeouts-and-error-mapping,claim-10-6-timeouts-and-error-mapping-codex-stalltimeoutms-enforced-by-orchestrator-based-on-event-inactivity,elaborates,elaborates,section-063-10-6-timeouts-and-error-mapping->claim-10-6-timeouts-and-error-mapping-codex-stalltimeoutms-enforced-by-orchestrator-based-on-event-inactivity:elaborates
section-063-10-6-timeouts-and-error-mapping,requirement-10-6-timeouts-and-error-mapping-error-mapping-recommended-normalized-categories,elaborates,elaborates,section-063-10-6-timeouts-and-error-mapping->requirement-10-6-timeouts-and-error-mapping-error-mapping-recommended-normalized-categories:elaborates
section-063-10-6-timeouts-and-error-mapping,claim-10-6-timeouts-and-error-mapping-codexnotfound,elaborates,elaborates,section-063-10-6-timeouts-and-error-mapping->claim-10-6-timeouts-and-error-mapping-codexnotfound:elaborates
section-063-10-6-timeouts-and-error-mapping,claim-10-6-timeouts-and-error-mapping-invalidworkspacecwd,elaborates,elaborates,section-063-10-6-timeouts-and-error-mapping->claim-10-6-timeouts-and-error-mapping-invalidworkspacecwd:elaborates
section-063-10-6-timeouts-and-error-mapping,claim-10-6-timeouts-and-error-mapping-responsetimeout,elaborates,elaborates,section-063-10-6-timeouts-and-error-mapping->claim-10-6-timeouts-and-error-mapping-responsetimeout:elaborates
section-063-10-6-timeouts-and-error-mapping,claim-10-6-timeouts-and-error-mapping-turntimeout,elaborates,elaborates,section-063-10-6-timeouts-and-error-mapping->claim-10-6-timeouts-and-error-mapping-turntimeout:elaborates
section-063-10-6-timeouts-and-error-mapping,claim-10-6-timeouts-and-error-mapping-portexit,elaborates,elaborates,section-063-10-6-timeouts-and-error-mapping->claim-10-6-timeouts-and-error-mapping-portexit:elaborates
section-063-10-6-timeouts-and-error-mapping,claim-10-6-timeouts-and-error-mapping-responseerror,elaborates,elaborates,section-063-10-6-timeouts-and-error-mapping->claim-10-6-timeouts-and-error-mapping-responseerror:elaborates
section-063-10-6-timeouts-and-error-mapping,claim-10-6-timeouts-and-error-mapping-turnfailed,elaborates,elaborates,section-063-10-6-timeouts-and-error-mapping->claim-10-6-timeouts-and-error-mapping-turnfailed:elaborates
section-063-10-6-timeouts-and-error-mapping,claim-10-6-timeouts-and-error-mapping-turncancelled,elaborates,elaborates,section-063-10-6-timeouts-and-error-mapping->claim-10-6-timeouts-and-error-mapping-turncancelled:elaborates
section-063-10-6-timeouts-and-error-mapping,claim-10-6-timeouts-and-error-mapping-turninputrequired,elaborates,elaborates,section-063-10-6-timeouts-and-error-mapping->claim-10-6-timeouts-and-error-mapping-turninputrequired:elaborates
section-064-10-7-agent-runner-contract,claim-10-7-agent-runner-contract-workspaces-are-intentionally-preserved-after-successful-runs,elaborates,elaborates,section-064-10-7-agent-runner-contract->claim-10-7-agent-runner-contract-workspaces-are-intentionally-preserved-after-successful-runs:elaborates
section-066-11-1-required-operations,requirement-11-1-required-operations-an-implementation-must-support-these-tracker-adapter-operations,elaborates,elaborates,section-066-11-1-required-operations->requirement-11-1-required-operations-an-implementation-must-support-these-tracker-adapter-operations:elaborates
section-066-11-1-required-operations,claim-11-1-required-operations-return-issues-in-configured-active-states-for-a-configured-project,elaborates,elaborates,section-066-11-1-required-operations->claim-11-1-required-operations-return-issues-in-configured-active-states-for-a-configured-project:elaborates
section-066-11-1-required-operations,claim-11-1-required-operations-used-for-startup-terminal-cleanup,elaborates,elaborates,section-066-11-1-required-operations->claim-11-1-required-operations-used-for-startup-terminal-cleanup:elaborates
section-066-11-1-required-operations,claim-11-1-required-operations-used-for-active-run-reconciliation,elaborates,elaborates,section-066-11-1-required-operations->claim-11-1-required-operations-used-for-active-run-reconciliation:elaborates
section-067-11-2-query-semantics-linear,claim-11-2-query-semantics-linear-tracker-kind-linear,elaborates,elaborates,section-067-11-2-query-semantics-linear->claim-11-2-query-semantics-linear-tracker-kind-linear:elaborates
section-067-11-2-query-semantics-linear,dependency-11-2-query-semantics-linear-graphql-endpoint-default-https-api-linear-app-graphql,elaborates,elaborates,section-067-11-2-query-semantics-linear->dependency-11-2-query-semantics-linear-graphql-endpoint-default-https-api-linear-app-graphql:elaborates
section-067-11-2-query-semantics-linear,claim-11-2-query-semantics-linear-auth-token-sent-in-authorization-header,elaborates,elaborates,section-067-11-2-query-semantics-linear->claim-11-2-query-semantics-linear-auth-token-sent-in-authorization-header:elaborates
section-067-11-2-query-semantics-linear,claim-11-2-query-semantics-linear-tracker-projectslug-maps-to-linear-project-slugid,elaborates,elaborates,section-067-11-2-query-semantics-linear->claim-11-2-query-semantics-linear-tracker-projectslug-maps-to-linear-project-slugid:elaborates
section-067-11-2-query-semantics-linear,claim-11-2-query-semantics-linear-candidate-issue-query-filters-project-using-project-slugid-eq-projectslug,elaborates,elaborates,section-067-11-2-query-semantics-linear->claim-11-2-query-semantics-linear-candidate-issue-query-filters-project-using-project-slugid-eq-projectslug:elaborates
section-067-11-2-query-semantics-linear,claim-11-2-query-semantics-linear-issue-state-refresh-query-uses-graphql-issue-ids-with-variable-type-id,elaborates,elaborates,section-067-11-2-query-semantics-linear->claim-11-2-query-semantics-linear-issue-state-refresh-query-uses-graphql-issue-ids-with-variable-type-id:elaborates
section-067-11-2-query-semantics-linear,requirement-11-2-query-semantics-linear-pagination-required-for-candidate-issues,elaborates,elaborates,section-067-11-2-query-semantics-linear->requirement-11-2-query-semantics-linear-pagination-required-for-candidate-issues:elaborates
section-067-11-2-query-semantics-linear,claim-11-2-query-semantics-linear-page-size-default-50,elaborates,elaborates,section-067-11-2-query-semantics-linear->claim-11-2-query-semantics-linear-page-size-default-50:elaborates
section-067-11-2-query-semantics-linear,claim-11-2-query-semantics-linear-network-timeout-30000-ms,elaborates,elaborates,section-067-11-2-query-semantics-linear->claim-11-2-query-semantics-linear-network-timeout-30000-ms:elaborates
section-067-11-2-query-semantics-linear,requirement-11-2-query-semantics-linear-linear-graphql-schema-details-can-drift-keep-query-construction-isolated-and-tes,elaborates,elaborates,section-067-11-2-query-semantics-linear->requirement-11-2-query-semantics-linear-linear-graphql-schema-details-can-drift-keep-query-construction-isolated-and-tes:elaborates
section-067-11-2-query-semantics-linear,requirement-11-2-query-semantics-linear-a-non-linear-implementation-may-change-transport-details-but-the-normalized-outp,elaborates,elaborates,section-067-11-2-query-semantics-linear->requirement-11-2-query-semantics-linear-a-non-linear-implementation-may-change-transport-details-but-the-normalized-outp:elaborates
section-068-11-3-normalization-rules,requirement-11-3-normalization-rules-candidate-issue-normalization-should-produce-fields-listed-in-section-4-1-1,elaborates,elaborates,section-068-11-3-normalization-rules->requirement-11-3-normalization-rules-candidate-issue-normalization-should-produce-fields-listed-in-section-4-1-1:elaborates
section-068-11-3-normalization-rules,claim-11-3-normalization-rules-labels-lowercase-strings,elaborates,elaborates,section-068-11-3-normalization-rules->claim-11-3-normalization-rules-labels-lowercase-strings:elaborates
section-068-11-3-normalization-rules,claim-11-3-normalization-rules-blockedby-derived-from-inverse-relations-where-relation-type-is-blocks,elaborates,elaborates,section-068-11-3-normalization-rules->claim-11-3-normalization-rules-blockedby-derived-from-inverse-relations-where-relation-type-is-blocks:elaborates
section-068-11-3-normalization-rules,claim-11-3-normalization-rules-priority-integer-only-non-integers-become-null,elaborates,elaborates,section-068-11-3-normalization-rules->claim-11-3-normalization-rules-priority-integer-only-non-integers-become-null:elaborates
section-068-11-3-normalization-rules,claim-11-3-normalization-rules-createdat-and-updatedat-parse-iso-8601-timestamps,elaborates,elaborates,section-068-11-3-normalization-rules->claim-11-3-normalization-rules-createdat-and-updatedat-parse-iso-8601-timestamps:elaborates
section-069-11-4-error-handling-contract,requirement-11-4-error-handling-contract-recommended-error-categories,elaborates,elaborates,section-069-11-4-error-handling-contract->requirement-11-4-error-handling-contract-recommended-error-categories:elaborates
section-069-11-4-error-handling-contract,claim-11-4-error-handling-contract-unsupportedtrackerkind,elaborates,elaborates,section-069-11-4-error-handling-contract->claim-11-4-error-handling-contract-unsupportedtrackerkind:elaborates
section-069-11-4-error-handling-contract,claim-11-4-error-handling-contract-missingtrackerapikey,elaborates,elaborates,section-069-11-4-error-handling-contract->claim-11-4-error-handling-contract-missingtrackerapikey:elaborates
section-069-11-4-error-handling-contract,claim-11-4-error-handling-contract-missingtrackerprojectslug,elaborates,elaborates,section-069-11-4-error-handling-contract->claim-11-4-error-handling-contract-missingtrackerprojectslug:elaborates
section-069-11-4-error-handling-contract,claim-11-4-error-handling-contract-linearapirequest-transport-failures,elaborates,elaborates,section-069-11-4-error-handling-contract->claim-11-4-error-handling-contract-linearapirequest-transport-failures:elaborates
section-069-11-4-error-handling-contract,claim-11-4-error-handling-contract-linearapistatus-non-200-http,elaborates,elaborates,section-069-11-4-error-handling-contract->claim-11-4-error-handling-contract-linearapistatus-non-200-http:elaborates
section-069-11-4-error-handling-contract,claim-11-4-error-handling-contract-lineargraphqlerrors,elaborates,elaborates,section-069-11-4-error-handling-contract->claim-11-4-error-handling-contract-lineargraphqlerrors:elaborates
section-069-11-4-error-handling-contract,claim-11-4-error-handling-contract-linearunknownpayload,elaborates,elaborates,section-069-11-4-error-handling-contract->claim-11-4-error-handling-contract-linearunknownpayload:elaborates
section-069-11-4-error-handling-contract,claim-11-4-error-handling-contract-linearmissingendcursor-pagination-integrity-error,elaborates,elaborates,section-069-11-4-error-handling-contract->claim-11-4-error-handling-contract-linearmissingendcursor-pagination-integrity-error:elaborates
section-069-11-4-error-handling-contract,claim-11-4-error-handling-contract-candidate-fetch-failure-log-and-skip-dispatch-for-this-tick,elaborates,elaborates,section-069-11-4-error-handling-contract->claim-11-4-error-handling-contract-candidate-fetch-failure-log-and-skip-dispatch-for-this-tick:elaborates
section-069-11-4-error-handling-contract,claim-11-4-error-handling-contract-running-state-refresh-failure-log-and-keep-active-workers-running,elaborates,elaborates,section-069-11-4-error-handling-contract->claim-11-4-error-handling-contract-running-state-refresh-failure-log-and-keep-active-workers-running:elaborates
section-069-11-4-error-handling-contract,claim-11-4-error-handling-contract-startup-terminal-cleanup-failure-log-warning-and-continue-startup,elaborates,elaborates,section-069-11-4-error-handling-contract->claim-11-4-error-handling-contract-startup-terminal-cleanup-failure-log-warning-and-continue-startup:elaborates
section-070-11-5-tracker-writes-important-boundary,claim-11-5-tracker-writes-important-boundary-ticket-mutations-state-transitions-comments-pr-metadata-are-typically-handled-by,elaborates,elaborates,section-070-11-5-tracker-writes-important-boundary->claim-11-5-tracker-writes-important-boundary-ticket-mutations-state-transitions-comments-pr-metadata-are-typically-handled-by:elaborates
section-070-11-5-tracker-writes-important-boundary,claim-11-5-tracker-writes-important-boundary-the-service-remains-a-scheduler-runner-and-tracker-reader,elaborates,elaborates,section-070-11-5-tracker-writes-important-boundary->claim-11-5-tracker-writes-important-boundary-the-service-remains-a-scheduler-runner-and-tracker-reader:elaborates
section-070-11-5-tracker-writes-important-boundary,claim-11-5-tracker-writes-important-boundary-workflow-specific-success-often-means-reached-the-next-handoff-state-for-example,elaborates,elaborates,section-070-11-5-tracker-writes-important-boundary->claim-11-5-tracker-writes-important-boundary-workflow-specific-success-often-means-reached-the-next-handoff-state-for-example:elaborates
section-070-11-5-tracker-writes-important-boundary,dependency-11-5-tracker-writes-important-boundary-if-the-lineargraphql-client-side-tool-extension-is-implemented-it-is-still-part-,elaborates,elaborates,section-070-11-5-tracker-writes-important-boundary->dependency-11-5-tracker-writes-important-boundary-if-the-lineargraphql-client-side-tool-extension-is-implemented-it-is-still-part-:elaborates
section-072-12-1-inputs,claim-12-1-inputs-workflow-prompttemplate,elaborates,elaborates,section-072-12-1-inputs->claim-12-1-inputs-workflow-prompttemplate:elaborates
section-072-12-1-inputs,claim-12-1-inputs-normalized-issue-object,elaborates,elaborates,section-072-12-1-inputs->claim-12-1-inputs-normalized-issue-object:elaborates
section-072-12-1-inputs,requirement-12-1-inputs-optional-attempt-integer-retry-continuation-metadata,elaborates,elaborates,section-072-12-1-inputs->requirement-12-1-inputs-optional-attempt-integer-retry-continuation-metadata:elaborates
section-073-12-2-rendering-rules,claim-12-2-rendering-rules-render-with-strict-variable-checking,elaborates,elaborates,section-073-12-2-rendering-rules->claim-12-2-rendering-rules-render-with-strict-variable-checking:elaborates
section-073-12-2-rendering-rules,claim-12-2-rendering-rules-render-with-strict-filter-checking,elaborates,elaborates,section-073-12-2-rendering-rules->claim-12-2-rendering-rules-render-with-strict-filter-checking:elaborates
section-073-12-2-rendering-rules,claim-12-2-rendering-rules-convert-issue-object-keys-to-strings-for-template-compatibility,elaborates,elaborates,section-073-12-2-rendering-rules->claim-12-2-rendering-rules-convert-issue-object-keys-to-strings-for-template-compatibility:elaborates
section-073-12-2-rendering-rules,claim-12-2-rendering-rules-preserve-nested-arrays-maps-labels-blockers-so-templates-can-iterate,elaborates,elaborates,section-073-12-2-rendering-rules->claim-12-2-rendering-rules-preserve-nested-arrays-maps-labels-blockers-so-templates-can-iterate:elaborates
section-074-12-3-retry-continuation-semantics,requirement-12-3-retry-continuation-semantics-attempt-should-be-passed-to-the-template-because-the-workflow-prompt-can-provide,elaborates,elaborates,section-074-12-3-retry-continuation-semantics->requirement-12-3-retry-continuation-semantics-attempt-should-be-passed-to-the-template-because-the-workflow-prompt-can-provide:elaborates
section-074-12-3-retry-continuation-semantics,claim-12-3-retry-continuation-semantics-first-run-attempt-null-or-absent,elaborates,elaborates,section-074-12-3-retry-continuation-semantics->claim-12-3-retry-continuation-semantics-first-run-attempt-null-or-absent:elaborates
section-074-12-3-retry-continuation-semantics,claim-12-3-retry-continuation-semantics-continuation-run-after-a-successful-prior-session,elaborates,elaborates,section-074-12-3-retry-continuation-semantics->claim-12-3-retry-continuation-semantics-continuation-run-after-a-successful-prior-session:elaborates
section-074-12-3-retry-continuation-semantics,claim-12-3-retry-continuation-semantics-retry-after-error-timeout-stall,elaborates,elaborates,section-074-12-3-retry-continuation-semantics->claim-12-3-retry-continuation-semantics-retry-after-error-timeout-stall:elaborates
